source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
nicid,double,numeric,,src's case id for nic recruitment,%9.0g,,,TRUE,Retained
palt4,double,numeric,,,%9.0g,,,TRUE,Retained
alt_it2,double,numeric,,,%9.0g,,,TRUE,Retained
alt1,double,numeric,,,%9.0g,,,TRUE,Retained
alt2,double,numeric,,,%9.0g,,,TRUE,Retained
alt3,double,numeric,,,%9.0g,,,TRUE,Retained
alt4,double,numeric,,,%9.0g,,,TRUE,Retained
alt_it1,double,numeric,,,%9.0g,,,TRUE,Retained
globalt7,double,numeric,,pair1_a/Q20,%9.0g,,,TRUE,Retained
globalt8,double,numeric,,pair2_a/Q21,%9.0g,,,TRUE,Retained
globalt7p,double,numeric,,qpair1_a/Q20,%9.0g,,,TRUE,Retained
globalt8p,double,numeric,,qpair2_a/Q21,%9.0g,,,TRUE,Retained
lntest3,double,numeric,,,%9.0g,,,TRUE,Retained
envtest,double,numeric,,,%9.0g,,,TRUE,Retained
globalt7_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt8_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt8p_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
c5,double,numeric,,,%9.0g,,,TRUE,Retained
c6,double,numeric,,,%9.0g,,,TRUE,Retained
ussec5689p,double,numeric,,,%9.0g,,,TRUE,Retained
c5689,double,numeric,,,%9.0g,,,TRUE,Retained
c5p,double,numeric,,,%9.0g,,,TRUE,Retained
c6p,double,numeric,,,%9.0g,,,TRUE,Retained
c5689p,double,numeric,,,%9.0g,,,TRUE,Retained
t1usseca,double,numeric,,T1 Fighting Terrorism Index - Use This One,%9.0g,,,TRUE,Retained
t2usseca,double,numeric,,T2 Fighting Terrorism Index - Use This One,%9.0g,,,TRUE,Retained
e1,double,numeric,,,%9.0g,,,TRUE,Retained
e2,double,numeric,,,%9.0g,,,TRUE,Retained
e3,double,numeric,,,%9.0g,,,TRUE,Retained
e1p,double,numeric,,,%9.0g,,,TRUE,Retained
e2p,double,numeric,,,%9.0g,,,TRUE,Retained
e3p,double,numeric,,,%9.0g,,,TRUE,Retained
foraid12_r,double,numeric,,,%9.0g,,,TRUE,Retained
e12,double,numeric,,,%9.0g,,,TRUE,Retained
e12p,double,numeric,,,%9.0g,,,TRUE,Retained
test_f1,double,numeric,,,%9.0g,,,TRUE,Retained
foraid12p_r,double,numeric,,,%9.0g,,,TRUE,Retained
test_f2,double,numeric,,,%9.0g,,,TRUE,Retained
ussec89_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec89p_r,double,numeric,,,%9.0g,,,TRUE,Retained
c89,double,numeric,,,%9.0g,,,TRUE,Retained
c89p,double,numeric,,,%9.0g,,,TRUE,Retained
t1ussec1b,double,numeric,,,%9.0g,,,TRUE,Retained
t2ussec1b,double,numeric,,,%9.0g,,,TRUE,Retained
wareva1,double,numeric,,,%9.0g,,,TRUE,Retained
wareva2,double,numeric,,,%9.0g,,,TRUE,Retained
wareva3,double,numeric,,,%9.0g,,,TRUE,Retained
wareva7,double,numeric,,,%9.0g,,,TRUE,Retained
wareva9,double,numeric,,,%9.0g,,,TRUE,Retained
wareva10,double,numeric,,,%9.0g,,,TRUE,Retained
wareva4,double,numeric,,,%9.0g,,,TRUE,Retained
wareva5,double,numeric,,,%9.0g,,,TRUE,Retained
wareva6,double,numeric,,,%9.0g,,,TRUE,Retained
wareva8,double,numeric,,,%9.0g,,,TRUE,Retained
wareva1r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva2r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva3r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva4r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva5r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva6r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva7r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva8r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva9r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva10r,double,numeric,,,%9.0g,,,TRUE,Retained
wareva_ind,double,numeric,,,%9.0g,,,TRUE,Retained
t1envir_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2envir_c,double,numeric,,,%9.0g,,,TRUE,Retained
t1humrh2,double,numeric,, T1 Human Rights Index - Use This One,%9.0g,,,TRUE,Retained
t2humrh2,double,numeric,, T2 Human Rights Index - Use This One,%9.0g,,,TRUE,Retained
t1humrht_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2humrht_c,double,numeric,,,%9.0g,,,TRUE,Retained
demo345678_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo345678p_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1demo,double,numeric,, T1 Promoting Democracy Index - Use This One,%9.0g,,,TRUE,Retained
t2demo,double,numeric,, T2 Promoting Democracy Index - Use This One,%9.0g,,,TRUE,Retained
t1multi,double,numeric,,T1 Multilateralism Index - Use This One,%9.0g,,,TRUE,Retained
t2multi,double,numeric,,T2 Multilateralism Index - Use This One,%9.0g,,,TRUE,Retained
t1multi_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2multi_c,double,numeric,,,%9.0g,,,TRUE,Retained
globalt78_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt78p_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1globalt,double,numeric,,,%9.0g,,,TRUE,Retained
t2globalt,double,numeric,,,%9.0g,,,TRUE,Retained
t1globalt_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2globalt_c,double,numeric,,,%9.0g,,,TRUE,Retained
t1inter,double,numeric,,T1 Internationalism Index - Use This One,%9.0g,,,TRUE,Retained
t2inter,double,numeric,,T2 Internationalism Index - Use This One,%9.0g,,,TRUE,Retained
t1inter_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2inter_c,double,numeric,,,%9.0g,,,TRUE,Retained
t1trade,double,numeric,,,%9.0g,,,TRUE,Retained
t2trade,double,numeric,,,%9.0g,,,TRUE,Retained
t1trade_c,double,numeric,,,%9.0g,,,TRUE,Retained
trade2_cm,double,numeric,,,%9.0g,,,TRUE,Retained
envtest23_r,double,numeric,,,%9.0g,,,TRUE,Retained
envtest23p_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1envir,double,numeric,,T1 Proctecting the Environment Index - Use This One,%9.0g,,,TRUE,Retained
t2envir,double,numeric,,T2 Proctecting the Environment Index - Use This One,%9.0g,,,TRUE,Retained
ussec1_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec2_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec3_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec4_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec5_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec6_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec7_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec8_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec9_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec10_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec11_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec6p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec8p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec9p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec10p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec11p_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid1_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid2_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid3_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
foraid3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec5689_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec5689p_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1ussec,double,numeric,,,%9.0g,,,TRUE,Retained
t2ussec,double,numeric,,,%9.0g,,,TRUE,Retained
t1ussec_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2ussec_c,double,numeric,,,%9.0g,,,TRUE,Retained
t1forai1,double,numeric,,T1 Increasing Foreign Aid Index - Use This One,%9.0g,,,TRUE,Retained
t2forai1,double,numeric,,T2 Increasing Foreign Aid Index - Use This One,%9.0g,,,TRUE,Retained
DIF_trade,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_envir,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_ussec,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_humrht,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_multi,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_globalt,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_inter,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_foraid,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_demo,double,numeric,,,%9.0g,,,TRUE,Retained
globalt56_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt56p_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1global,double,numeric,,T1 Fighting Poverty and Suffering Index - Use This One,%9.0g,,,TRUE,Retained
t2global,double,numeric,,T1 Fighting Poverty and Suffering Index - Use This One,%9.0g,,,TRUE,Retained
sumt1envir,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1ussec,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1foraid,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1globalta,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1globalt,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1humrht,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1multi,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1inter,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1demo,double,numeric,,,%9.0g,,,TRUE,Retained
sumt1trd,double,numeric,,,%9.0g,,,TRUE,Retained
envircnt,double,numeric,,,%9.0g,,,TRUE,Retained
envir_n,double,numeric,,,%9.0g,,,TRUE,Retained
usseccnt,double,numeric,,,%9.0g,,,TRUE,Retained
ussec_n,double,numeric,,,%9.0g,,,TRUE,Retained
foraidcnt,double,numeric,,,%9.0g,,,TRUE,Retained
foraid_n,double,numeric,,,%9.0g,,,TRUE,Retained
globaltacnt,double,numeric,,,%9.0g,,,TRUE,Retained
globalta_n,double,numeric,,,%9.0g,,,TRUE,Retained
globaltcnt,double,numeric,,,%9.0g,,,TRUE,Retained
globalt_n,double,numeric,,,%9.0g,,,TRUE,Retained
humrhtcnt,double,numeric,,,%9.0g,,,TRUE,Retained
humrht_n,double,numeric,,,%9.0g,,,TRUE,Retained
multicnt,double,numeric,,,%9.0g,,,TRUE,Retained
multi_n,double,numeric,,,%9.0g,,,TRUE,Retained
intercnt,double,numeric,,,%9.0g,,,TRUE,Retained
inter_n,double,numeric,,,%9.0g,,,TRUE,Retained
democnt,double,numeric,,,%9.0g,,,TRUE,Retained
demo_n,double,numeric,,,%9.0g,,,TRUE,Retained
tradecnt,double,numeric,,,%9.0g,,,TRUE,Retained
trade_n,double,numeric,,,%9.0g,,,TRUE,Retained
grp_envir,double,numeric,,,%9.0g,,,TRUE,Retained
grp_ussec,double,numeric,,,%9.0g,,,TRUE,Retained
grp_foraid,double,numeric,,,%9.0g,,,TRUE,Retained
grp_globalt,double,numeric,,,%9.0g,,,TRUE,Retained
grp_globalta,double,numeric,,,%9.0g,,,TRUE,Retained
grp_humrht,double,numeric,,,%9.0g,,,TRUE,Retained
grp_multi,double,numeric,,,%9.0g,,,TRUE,Retained
grp_inter,double,numeric,,,%9.0g,,,TRUE,Retained
grp_demo,double,numeric,,,%9.0g,,,TRUE,Retained
grp_trade,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_env_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_ussec_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_foraid_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_globalt_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_humrht_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_multi_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_inter_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_demo_grp,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_trd_grp,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind1c,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind1cm,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2cm,double,numeric,,,%9.0g,,,TRUE,Retained
t1know,double,numeric,,T1 Knowledge Index - all items,%9.0g,,,TRUE,Retained
t2know,double,numeric,,T2 Knowledge Index - all items,%9.0g,,,TRUE,Retained
merge_know,double,numeric,,,%8.0g,,,TRUE,Retained
DIF_globalta_grp,double,numeric,,,%9.0g,,,TRUE,Retained
t1humrhta,double,numeric,,,%9.0g,,,TRUE,Retained
t2humrhta,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_humrhta,double,numeric,,,%9.0g,,,TRUE,Retained
DIF_globalta,double,numeric,,,%9.0g,,,TRUE,Retained
t1tradetest,double,numeric,,,%9.0g,,,TRUE,Retained
t2tradetest,double,numeric,,,%9.0g,,,TRUE,Retained
trade1_rtest,double,numeric,,,%9.0g,,,TRUE,Retained
trade1p_rtest,double,numeric,,,%9.0g,,,TRUE,Retained
t1trade_a,double,numeric,,,%9.0g,,,TRUE,Retained
t2trade_a,double,numeric,,,%9.0g,,,TRUE,Retained
t2trade_b,double,numeric,,"T2 Liberalizing Trade - Use This One, 1=more liberal",%9.0g,,,TRUE,Retained
t1rade_c,double,numeric,,,%9.0g,,,TRUE,Retained
t2trade_c,double,numeric,,,%9.0g,,,TRUE,Retained
t1trade_b,double,numeric,,"T1 Liberalizing Trade - Use This One, 1=more liberal",%9.0g,,,TRUE,Retained
test1,double,numeric,,,%9.0g,,,TRUE,Retained
test2,double,numeric,,,%9.0g,,,TRUE,Retained
t1tradetesta,double,numeric,,,%9.0g,,,TRUE,Retained
t2tradetesta,double,numeric,,,%9.0g,,,TRUE,Retained
t1tradetestc,double,numeric,,,%9.0g,,,TRUE,Retained
t2tradetestc,double,numeric,,,%9.0g,,,TRUE,Retained
tradedif1,double,numeric,,,%9.0g,,,TRUE,Retained
tradedif2,double,numeric,,,%9.0g,,,TRUE,Retained
tradedif3,double,numeric,,,%9.0g,,,TRUE,Retained
testtrd2,double,numeric,,,%9.0g,,,TRUE,Retained
testtrd2p,double,numeric,,,%9.0g,,,TRUE,Retained
t1amer1_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2amer1_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1amer2_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2amer2_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1val1_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2val1_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1val2_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2val2_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1val3_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2val3_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1amerint_s,double,numeric,,,%9.0g,,,TRUE,Retained
t2amerint_s,double,numeric,,,%9.0g,,,TRUE,Retained
t1amerint_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t2amerint_s_r,double,numeric,,,%9.0g,,,TRUE,Retained
t1nationalism,double,numeric,,,%9.0g,,,TRUE,Retained
t2nationalism,double,numeric,,,%9.0g,,,TRUE,Retained
amer_merge,double,numeric,,,%8.0g,,,TRUE,Retained
ide10pt,double,numeric,,,%9.0g,,,TRUE,Retained
educat,double,numeric,,,%9.0g,,,TRUE,Retained
married,double,numeric,,,%9.0g,,,TRUE,Retained
child,double,numeric,,,%9.0g,,,TRUE,Retained
minority,double,numeric,,,%9.0g,,,TRUE,Retained
forparent,double,numeric,,,%9.0g,,,TRUE,Retained
employed,double,numeric,,,%9.0g,,,TRUE,Retained
vet,double,numeric,,,%9.0g,,,TRUE,Retained
church,double,numeric,,,%9.0g,,,TRUE,Retained
female,double,numeric,,,%9.0g,,,TRUE,Retained
hhincome,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_envir,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_ussec,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_humrht,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_multi,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_globalt,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_inter,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_foraid,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_demo,double,numeric,,,%9.0g,,,TRUE,Retained
absDIF_trade,double,numeric,,,%9.0g,,,TRUE,Retained
exp_cond1,double,numeric,,,%9.0g,,,TRUE,Retained
filter,double,numeric,,,%9.0g,,,TRUE,Retained
pid,double,numeric,,,%9.0g,,,TRUE,Retained
dem,double,numeric,,,%9.0g,,,TRUE,Retained
gender,double,numeric,,Gender,%9.0g,,,TRUE,Retained
racewh,double,numeric,,"1=white, 0=otherwise",%9.0g,,,TRUE,Retained
inc70plus,double,numeric,,"1=70k plus, 0=otherwise",%9.0g,,,TRUE,Retained
rep,double,numeric,,,%9.0g,,,TRUE,Retained
ind,double,numeric,,,%9.0g,,,TRUE,Retained
t1inter2,double,numeric,,,%9.0g,,,TRUE,Retained
t2inter2,double,numeric,,,%9.0g,,,TRUE,Retained
educollege1,double,numeric,,,%9.0g,,,TRUE,Retained
t1polint,double,numeric,,"T1 Political Interest, very interested=1",%9.0g,,,TRUE,Retained
t1polconv,double,numeric,,T1 Political Conversations,%9.0g,,,TRUE,Retained
t1tvdays,double,numeric,,T1 4 or more days watching news on TV=1,%9.0g,,,TRUE,Retained
t1sacrifice,double,numeric,,,%9.0g,,,TRUE,Retained
t2sacrifice,double,numeric,,,%9.0g,,,TRUE,Retained
t1owninterest,double,numeric,,,%9.0g,,,TRUE,Retained
t2owninterest,double,numeric,,,%9.0g,,,TRUE,Retained
t1sacworld,double,numeric,,,%9.0g,,,TRUE,Retained
t2sacworld,double,numeric,,,%9.0g,,,TRUE,Retained
t1fpworth,double,numeric,,,%9.0g,,,TRUE,Retained
t2fpworth,double,numeric,,,%9.0g,,,TRUE,Retained
t1pairoth,double,numeric,,,%9.0g,,,TRUE,Retained
t2pairoth,double,numeric,,,%9.0g,,,TRUE,Retained
t1disfacts,double,numeric,,,%9.0g,,,TRUE,Retained
t2disfacts,double,numeric,,,%9.0g,,,TRUE,Retained
t1discb,double,numeric,,,%9.0g,,,TRUE,Retained
t2discb,double,numeric,,,%9.0g,,,TRUE,Retained
t1disthought,double,numeric,,,%9.0g,,,TRUE,Retained
t2disthought,double,numeric,,,%9.0g,,,TRUE,Retained
t1disownint,double,numeric,,,%9.0g,,,TRUE,Retained
t2disownint,double,numeric,,,%9.0g,,,TRUE,Retained
t1dispat,double,numeric,,,%9.0g,,,TRUE,Retained
t2dispat,double,numeric,,,%9.0g,,,TRUE,Retained
t2disindex,double,numeric,,,%9.0g,,,TRUE,Retained
t1disindex,double,numeric,,,%9.0g,,,TRUE,Retained
t2val5,double,numeric,,,%9.0g,,,TRUE,Retained
t2val4,double,numeric,,,%9.0g,,,TRUE,Retained
t1val5,double,numeric,,,%9.0g,,,TRUE,Retained
t1val4,double,numeric,,,%9.0g,,,TRUE,Retained
highknow,double,numeric,,,%9.0g,,,TRUE,Retained
chenvir,double,numeric,,,%9.0g,,,TRUE,Retained
chussec,double,numeric,,,%9.0g,,,TRUE,Retained
chforaid,double,numeric,,,%9.0g,,,TRUE,Retained
chglobal,double,numeric,,,%9.0g,,,TRUE,Retained
chhumrh,double,numeric,,,%9.0g,,,TRUE,Retained
chinter,double,numeric,,,%9.0g,,,TRUE,Retained
chmulti,double,numeric,,,%9.0g,,,TRUE,Retained
chdemo,double,numeric,,,%9.0g,,,TRUE,Retained
chtrade,double,numeric,,,%9.0g,,,TRUE,Retained
dXk,double,numeric,,,%9.0g,,,TRUE,Retained
rXk,double,numeric,,,%9.0g,,,TRUE,Retained
usdad,double,numeric,,,%9.0g,,,TRUE,Retained
usmom,double,numeric,,,%9.0g,,,TRUE,Retained
catholic,double,numeric,,,%9.0g,,,TRUE,Retained
ageXk,double,numeric,,,%9.0g,,,TRUE,Retained
genderXk,double,numeric,,,%9.0g,,,TRUE,Retained
raceXk,double,numeric,,,%9.0g,,,TRUE,Retained
incXk,double,numeric,,,%9.0g,,,TRUE,Retained
marriedXk,double,numeric,,,%9.0g,,,TRUE,Retained
childXk,double,numeric,,,%9.0g,,,TRUE,Retained
employedXk,double,numeric,,,%9.0g,,,TRUE,Retained
usdadXk,double,numeric,,,%9.0g,,,TRUE,Retained
usmomXk,double,numeric,,,%9.0g,,,TRUE,Retained
t1val_2,double,numeric,,,%9.0g,,,TRUE,Retained
t1val_3,double,numeric,,,%9.0g,,,TRUE,Retained
t1val_1,double,numeric,,,%9.0g,,,TRUE,Retained
t1val_4,double,numeric,,,%9.0g,,,TRUE,Retained
t2val_1,double,numeric,,,%9.0g,,,TRUE,Retained
t2val_2,double,numeric,,,%9.0g,,,TRUE,Retained
t2val_3,double,numeric,,,%9.0g,,,TRUE,Retained
t2val_4,double,numeric,,,%9.0g,,,TRUE,Retained
protestant,double,numeric,,,%9.0g,,,TRUE,Retained
otherreg,double,numeric,,,%9.0g,,,TRUE,Retained
proXk,double,numeric,,,%9.0g,,,TRUE,Retained
catXk,double,numeric,,,%9.0g,,,TRUE,Retained
t1amer_1,double,numeric,,,%9.0g,,,TRUE,Retained
t1amer_2,double,numeric,,,%9.0g,,,TRUE,Retained
t2amer_1,double,numeric,,,%9.0g,,,TRUE,Retained
t2amer_2,double,numeric,,,%9.0g,,,TRUE,Retained
t1ezimp,double,numeric,,,%9.0g,,,TRUE,Retained
t1ezexp,double,numeric,,,%9.0g,,,TRUE,Retained
t1trbar,double,numeric,,,%9.0g,,,TRUE,Retained
t2ezimp,double,numeric,,,%9.0g,,,TRUE,Retained
t2ezexp,double,numeric,,,%9.0g,,,TRUE,Retained
t2trbar,double,numeric,,,%9.0g,,,TRUE,Retained
t1hngr,double,numeric,,,%9.0g,,,TRUE,Retained
t2hngr,double,numeric,,,%9.0g,,,TRUE,Retained
t1int3,double,numeric,,,%9.0g,,,TRUE,Retained
t2int3,double,numeric,,,%9.0g,,,TRUE,Retained
t1wrm4b,double,numeric,,,%9.0g,,,TRUE,Retained
t2wrm4b,double,numeric,,,%9.0g,,,TRUE,Retained
t1wrm1a,double,numeric,,,%9.0g,,,TRUE,Retained
t2wrm1a,double,numeric,,,%9.0g,,,TRUE,Retained
t1wrm1b,double,numeric,,,%9.0g,,,TRUE,Retained
t2wrm1b,double,numeric,,,%9.0g,,,TRUE,Retained
t1val_5,double,numeric,,,%9.0g,,,TRUE,Retained
t2val_5,double,numeric,,,%9.0g,,,TRUE,Retained
t1altru,double,numeric,, t1 altruism index t1val_1 t1val_3,%9.0g,,,TRUE,Retained
t2altru,double,numeric,, t2 altruism index t2val_1 t2val_3,%9.0g,,,TRUE,Retained
t1amerID,double,numeric,, t1 altruism index t1val_2 t1val_5,%9.0g,,,TRUE,Retained
t2amerID,double,numeric,, t2 altruism index t2val_2 t2val_5,%9.0g,,,TRUE,Retained
t1beamer,double,numeric,,t1 being american index t1amer_1 t1amer_2,%9.0g,,,TRUE,Retained
t2beamer,double,numeric,,t2 being american index t2amer_1 t2amer_2,%9.0g,,,TRUE,Retained
t1congw,double,numeric,,t2 concerns of global warming q11 q12,%9.0g,,,TRUE,Retained
t2congw,double,numeric,,,%9.0g,,,TRUE,Retained
t1relattend,double,numeric,,religious attendance,%9.0g,,,TRUE,Retained
inter2_ch,double,numeric,,,%9.0g,,,TRUE,Retained
trade_ch,double,numeric,,,%9.0g,,,TRUE,Retained
mindex_ch,double,numeric,,,%9.0g,,,TRUE,Retained
demo_ch,double,numeric,,,%9.0g,,,TRUE,Retained
t1global_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1usseca_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1foraid_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1humrt_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1inter_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1multi_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1envir_dich,double,numeric,,,%9.0g,,,TRUE,Retained
t1demo_dich,double,numeric,,,%9.0g,,,TRUE,Retained
_Ilive_2,double,numeric,,live==2,%8.0g,,,TRUE,Retained
_Ilive_3,double,numeric,,live==3,%8.0g,,,TRUE,Retained
_Ilive_4,double,numeric,,live==4,%8.0g,,,TRUE,Retained
city,double,numeric,,,%9.0g,,,TRUE,Retained
rural,double,numeric,,,%9.0g,,,TRUE,Retained
